SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
Agriculture,23/4/2013 14:57,23,4,2013,,,,,,,,,,,,,,
Retail,24/4/2013 8:08,24,4,2013,,,,,,,,,,,,,,
Retail,19/2/2016 22:36,19,2,2016,,,,,,,,,,,,,,
Education,17/1/2015 3:56,17,1,2015,,,,,,,,,,,,,,
Personal Use,30/8/2016 2:52,30,8,2016,,,,,,,,,,,,,,
Clothing,27/7/2017 23:57,27,7,2017,,,,,,,,,,,,,,
Agriculture,30/6/2016 19:13,30,6,2016,,,,,,,,,,,,,,
Food,9/3/2017 2:53,9,3,2017,,,,,,,,,,,,,,
Food,8/11/2016 7:50,8,11,2016,,,,,,,,,,,,,,
Food,1/3/2017 13:32,1,3,2017,,,,,,,,,,,,,,
Clothing,22/6/2016 6:48,22,6,2016,,,,,,,,,,,,,,
Food,26/9/2017 1:09,26,9,2017,,,,,,,,,,,,,,
Services,17/11/2016 4:54,17,11,2016,,,,,,,,,,,,,,
Food,12/2/2017 2:29,12,2,2017,,,,,,,,,,,,,,
Food,27/9/2013 20:05,27,9,2013,,,,,,,,,,,,,,
Food,23/10/2015 16:30,23,10,2015,,,,,,,,,,,,,,
Food,18/2/2013 21:45,18,2,2013,,,,,,,,,,,,,,
Retail,7/11/2015 8:05,7,11,2015,,,,,,,,,,,,,,
Agriculture,4/6/2013 15:50,4,6,2013,,,,,,,,,,,,,,
Services,11/8/2015 12:41,11,8,2015,,,,,,,,,,,,,,
Clothing,20/5/2014 17:27,20,5,2014,,,,,,,,,,,,,,
Construction,19/6/2013 17:55,19,6,2013,,,,,,,,,,,,,,
Retail,21/11/2013 17:20,21,11,2013,,,,,,,,,,,,,,
Agriculture,17/4/2017 19:21,17,4,2017,,,,,,,,,,,,,,
Transportation,21/3/2014 13:33,21,3,2014,,,,,,,,,,,,,,
Agriculture,20/8/2015 10:29,20,8,2015,,,,,,,,,,,,,,
Agriculture,18/4/2013 9:29,18,4,2013,,,,,,,,,,,,,,
Retail,22/4/2014 19:19,22,4,2014,,,,,,,,,,,,,,
Retail,21/10/2015 4:56,21,10,2015,,,,,,,,,,,,,,
Health,13/10/2016 3:25,13,10,2016,,,,,,,,,,,,,,
Retail,29/6/2017 9:01,29,6,2017,,,,,,,,,,,,,,
Health,23/1/2014 15:42,23,1,2014,,,,,,,,,,,,,,
Agriculture,20/3/2013 6:56,20,3,2013,,,,,,,,,,,,,,
Food,8/10/2013 1:04,8,10,2013,,,,,,,,,,,,,,
Retail,22/3/2013 23:19,22,3,2013,,,,,,,,,,,,,,
Food,17/7/2017 3:48,17,7,2017,,,,,,,,,,,,,,
Retail,4/7/2013 12:40,4,7,2013,,,,,,,,,,,,,,
Retail,16/4/2015 19:20,16,4,2015,,,,,,,,,,,,,,
Agriculture,15/8/2014 1:11,15,8,2014,,,,,,,,,,,,,,
Retail,10/8/2015 23:58,10,8,2015,,,,,,,,,,,,,,
Personal Use,2/6/2016 2:30,2,6,2016,,,,,,,,,,,,,,
Food,27/9/2013 8:36,27,9,2013,,,,,,,,,,,,,,
Agriculture,4/4/2016 13:04,4,4,2016,,,,,,,,,,,,,,
Food,6/9/2014 9:22,6,9,2014,,,,,,,,,,,,,,
Personal Use,19/3/2015 6:35,19,3,2015,,,,,,,,,,,,,,
Transportation,29/5/2015 5:19,29,5,2015,,,,,,,,,,,,,,
Personal Use,18/12/2017 4:24,18,12,2017,,,,,,,,,,,,,,
Construction,15/3/2013 16:37,15,3,2013,,,,,,,,,,,,,,
Food,11/8/2017 5:54,11,8,2017,,,,,,,,,,,,,,
Agriculture,13/10/2015 4:39,13,10,2015,,,,,,,,,,,,,,
Agriculture,30/8/2016 7:32,30,8,2016,,,,,,,,,,,,,,
Agriculture,11/6/2014 14:18,11,6,2014,,,,,,,,,,,,,,
Agriculture,20/1/2016 12:42,20,1,2016,,,,,,,,,,,,,,
Arts,7/7/2017 18:25,7,7,2017,,,,,,,,,,,,,,
Agriculture,17/1/2017 3:27,17,1,2017,,,,,,,,,,,,,,
Food,6/7/2017 7:38,6,7,2017,,,,,,,,,,,,,,
Manufacturing,16/3/2015 10:44,16,3,2015,,,,,,,,,,,,,,
Education,18/2/2013 14:11,18,2,2013,,,,,,,,,,,,,,
Agriculture,18/9/2014 15:40,18,9,2014,,,,,,,,,,,,,,
Food,19/8/2014 15:59,19,8,2014,,,,,,,,,,,,,,
Food,30/12/2016 16:13,30,12,2016,,,,,,,,,,,,,,
Retail,24/3/2017 16:26,24,3,2017,,,,,,,,,,,,,,
Clothing,24/10/2013 7:21,24,10,2013,,,,,,,,,,,,,,
Health,1/11/2017 20:57,1,11,2017,,,,,,,,,,,,,,
Education,28/10/2013 18:17,28,10,2013,,,,,,,,,,,,,,
Food,10/6/2014 11:16,10,6,2014,,,,,,,,,,,,,,
Food,15/7/2016 16:30,15,7,2016,,,,,,,,,,,,,,
Services,10/7/2013 7:38,10,7,2013,,,,,,,,,,,,,,
Agriculture,22/6/2015 13:44,22,6,2015,,,,,,,,,,,,,,
Personal Use,12/11/2015 12:35,12,11,2015,,,,,,,,,,,,,,
Manufacturing,12/1/2017 22:54,12,1,2017,,,,,,,,,,,,,,
Food,16/8/2013 16:47,16,8,2013,,,,,,,,,,,,,,
Personal Use,16/8/2017 9:10,16,8,2017,,,,,,,,,,,,,,
Transportation,19/1/2016 7:58,19,1,2016,,,,,,,,,,,,,,
Food,22/3/2017 6:58,22,3,2017,,,,,,,,,,,,,,
Services,4/2/2016 8:58,4,2,2016,,,,,,,,,,,,,,
Retail,24/6/2017 4:09,24,6,2017,,,,,,,,,,,,,,
Arts,27/12/2014 0:20,27,12,2014,,,,,,,,,,,,,,
Food,17/6/2013 8:32,17,6,2013,,,,,,,,,,,,,,
Agriculture,14/3/2016 8:12,14,3,2016,,,,,,,,,,,,,,
Agriculture,16/1/2017 18:59,16,1,2017,,,,,,,,,,,,,,
Food,25/7/2013 20:22,25,7,2013,,,,,,,,,,,,,,
Agriculture,29/1/2014 16:39,29,1,2014,,,,,,,,,,,,,,
Agriculture,3/10/2013 10:59,3,10,2013,,,,,,,,,,,,,,
Agriculture,17/9/2017 12:01,17,9,2017,,,,,,,,,,,,,,
Food,29/10/2014 13:36,29,10,2014,,,,,,,,,,,,,,
Agriculture,14/9/2015 8:58,14,9,2015,,,,,,,,,,,,,,
Construction,16/8/2013 20:25,16,8,2013,,,,,,,,,,,,,,
Personal Use,9/4/2017 18:28,9,4,2017,,,,,,,,,,,,,,
Food,21/4/2014 14:42,21,4,2014,,,,,,,,,,,,,,
Food,17/7/2014 7:58,17,7,2014,,,,,,,,,,,,,,
Agriculture,9/6/2017 5:28,9,6,2017,,,,,,,,,,,,,,
Food,21/12/2016 9:07,21,12,2016,,,,,,,,,,,,,,
Agriculture,10/7/2015 7:59,10,7,2015,,,,,,,,,,,,,,
Agriculture,17/8/2017 14:54,17,8,2017,,,,,,,,,,,,,,
Clothing,8/6/2015 13:06,8,6,2015,,,,,,,,,,,,,,
Food,1/12/2014 10:54,1,12,2014,,,,,,,,,,,,,,
Clothing,17/3/2014 7:16,17,3,2014,,,,,,,,,,,,,,
Agriculture,6/6/2016 16:39,6,6,2016,,,,,,,,,,,,,,
Education,12/2/2014 13:35,12,2,2014,,,,,,,,,,,,,,
Agriculture,31/10/2014 9:45,31,10,2014,,,,,,,,,,,,,,
Agriculture,25/4/2015 12:32,25,4,2015,,,,,,,,,,,,,,
Agriculture,15/3/2016 9:24,15,3,2016,,,,,,,,,,,,,,
Food,30/12/2014 19:44,30,12,2014,,,,,,,,,,,,,,
Retail,7/12/2016 2:27,7,12,2016,,,,,,,,,,,,,,
Agriculture,26/6/2013 5:41,26,6,2013,,,,,,,,,,,,,,
Transportation,18/9/2015 20:48,18,9,2015,,,,,,,,,,,,,,
Agriculture,23/10/2017 5:42,23,10,2017,,,,,,,,,,,,,,
Clothing,11/9/2013 10:28,11,9,2013,,,,,,,,,,,,,,
Retail,2/9/2015 13:09,2,9,2015,,,,,,,,,,,,,,
Retail,26/10/2016 3:34,26,10,2016,,,,,,,,,,,,,,
Services,18/2/2013 9:57,18,2,2013,,,,,,,,,,,,,,
Agriculture,24/3/2016 11:54,24,3,2016,,,,,,,,,,,,,,
Food,11/10/2013 6:06,11,10,2013,,,,,,,,,,,,,,
Housing,28/1/2013 21:33,28,1,2013,,,,,,,,,,,,,,
Transportation,14/11/2013 6:36,14,11,2013,,,,,,,,,,,,,,
Clothing,27/10/2015 15:32,27,10,2015,,,,,,,,,,,,,,
Transportation,17/1/2017 8:10,17,1,2017,,,,,,,,,,,,,,
Construction,15/2/2015 19:37,15,2,2015,,,,,,,,,,,,,,
Agriculture,20/4/2015 5:41,20,4,2015,,,,,,,,,,,,,,
Retail,2/10/2014 19:58,2,10,2014,,,,,,,,,,,,,,
Education,14/3/2015 11:48,14,3,2015,,,,,,,,,,,,,,
Food,15/1/2016 8:59,15,1,2016,,,,,,,,,,,,,,
Agriculture,7/6/2014 2:51,7,6,2014,,,,,,,,,,,,,,
Agriculture,26/8/2016 17:29,26,8,2016,,,,,,,,,,,,,,
Agriculture,18/11/2014 19:29,18,11,2014,,,,,,,,,,,,,,
Food,17/4/2013 8:50,17,4,2013,,,,,,,,,,,,,,
Agriculture,2/4/2017 9:07,2,4,2017,,,,,,,,,,,,,,
Education,1/12/2015 14:21,1,12,2015,,,,,,,,,,,,,,
Personal Use,30/11/2017 7:35,30,11,2017,,,,,,,,,,,,,,
Food,9/11/2016 7:17,9,11,2016,,,,,,,,,,,,,,
Retail,18/10/2017 9:56,18,10,2017,,,,,,,,,,,,,,
Retail,13/2/2017 11:29,13,2,2017,,,,,,,,,,,,,,
Food,6/1/2016 13:12,6,1,2016,,,,,,,,,,,,,,
Personal Use,8/8/2016 2:27,8,8,2016,,,,,,,,,,,,,,
Education,2/11/2014 22:05,2,11,2014,,,,,,,,,,,,,,
Construction,19/8/2016 9:06,19,8,2016,,,,,,,,,,,,,,
Agriculture,25/3/2014 13:22,25,3,2014,,,,,,,,,,,,,,
Food,25/8/2016 3:29,25,8,2016,,,,,,,,,,,,,,
Clothing,27/7/2016 0:20,27,7,2016,,,,,,,,,,,,,,
Manufacturing,23/8/2017 11:33,23,8,2017,,,,,,,,,,,,,,
Arts,4/4/2016 6:41,4,4,2016,,,,,,,,,,,,,,
Food,28/6/2016 1:58,28,6,2016,,,,,,,,,,,,,,
Construction,23/6/2017 5:25,23,6,2017,,,,,,,,,,,,,,
Retail,10/2/2015 4:50,10,2,2015,,,,,,,,,,,,,,
Health,3/12/2015 9:00,3,12,2015,,,,,,,,,,,,,,
Retail,4/2/2014 20:30,4,2,2014,,,,,,,,,,,,,,
Agriculture,24/4/2016 17:36,24,4,2016,,,,,,,,,,,,,,
Food,9/3/2016 5:49,9,3,2016,,,,,,,,,,,,,,
Retail,20/2/2013 7:12,20,2,2013,,,,,,,,,,,,,,
Housing,2/7/2015 21:01,2,7,2015,,,,,,,,,,,,,,
Services,14/1/2013 10:00,14,1,2013,,,,,,,,,,,,,,
Services,22/2/2016 11:04,22,2,2016,,,,,,,,,,,,,,
Retail,9/1/2014 10:39,9,1,2014,,,,,,,,,,,,,,
Agriculture,11/7/2017 14:33,11,7,2017,,,,,,,,,,,,,,
Agriculture,26/5/2016 14:33,26,5,2016,,,,,,,,,,,,,,
Food,13/3/2013 14:56,13,3,2013,,,,,,,,,,,,,,
Retail,19/5/2017 8:43,19,5,2017,,,,,,,,,,,,,,
Retail,6/8/2014 20:50,6,8,2014,,,,,,,,,,,,,,
Agriculture,8/12/2016 11:10,8,12,2016,,,,,,,,,,,,,,
Food,10/7/2014 5:35,10,7,2014,,,,,,,,,,,,,,
Food,28/3/2015 7:11,28,3,2015,,,,,,,,,,,,,,
Health,4/9/2015 15:07,4,9,2015,,,,,,,,,,,,,,
Housing,30/1/2014 17:25,30,1,2014,,,,,,,,,,,,,,
Personal Use,23/8/2017 10:00,23,8,2017,,,,,,,,,,,,,,
Retail,10/12/2014 22:51,10,12,2014,,,,,,,,,,,,,,
Construction,12/1/2017 6:49,12,1,2017,,,,,,,,,,,,,,
Agriculture,20/11/2014 23:06,20,11,2014,,,,,,,,,,,,,,
Food,13/1/2016 12:10,13,1,2016,,,,,,,,,,,,,,
Agriculture,22/12/2016 7:26,22,12,2016,,,,,,,,,,,,,,
Food,23/1/2015 9:32,23,1,2015,,,,,,,,,,,,,,
Clothing,21/9/2017 2:25,21,9,2017,,,,,,,,,,,,,,
Transportation,31/1/2013 3:50,31,1,2013,,,,,,,,,,,,,,
Food,20/2/2014 9:05,20,2,2014,,,,,,,,,,,,,,
Construction,3/10/2013 8:35,3,10,2013,,,,,,,,,,,,,,
Food,30/7/2013 14:36,30,7,2013,,,,,,,,,,,,,,
Food,16/1/2017 9:37,16,1,2017,,,,,,,,,,,,,,
Services,14/5/2015 13:57,14,5,2015,,,,,,,,,,,,,,
Agriculture,7/1/2015 18:22,7,1,2015,,,,,,,,,,,,,,
Food,24/4/2013 9:49,24,4,2013,,,,,,,,,,,,,,
Agriculture,3/7/2014 14:14,3,7,2014,,,,,,,,,,,,,,
Agriculture,18/11/2015 12:47,18,11,2015,,,,,,,,,,,,,,
Food,23/5/2015 1:00,23,5,2015,,,,,,,,,,,,,,
Agriculture,27/2/2014 22:56,27,2,2014,,,,,,,,,,,,,,
Retail,12/11/2016 0:36,12,11,2016,,,,,,,,,,,,,,
Services,15/12/2014 7:01,15,12,2014,,,,,,,,,,,,,,
Arts,28/1/2016 7:23,28,1,2016,,,,,,,,,,,,,,
Personal Use,4/12/2017 4:46,4,12,2017,,,,,,,,,,,,,,
Services,27/4/2015 14:54,27,4,2015,,,,,,,,,,,,,,
Personal Use,6/6/2016 3:00,6,6,2016,,,,,,,,,,,,,,
Food,20/12/2017 3:20,20,12,2017,,,,,,,,,,,,,,
Services,11/7/2013 8:54,11,7,2013,,,,,,,,,,,,,,
Food,28/9/2016 4:40,28,9,2016,,,,,,,,,,,,,,
Agriculture,6/8/2014 13:27,6,8,2014,,,,,,,,,,,,,,
Agriculture,5/7/2017 2:42,5,7,2017,,,,,,,,,,,,,,
Retail,23/10/2017 19:41,23,10,2017,,,,,,,,,,,,,,
Retail,6/6/2013 17:21,6,6,2013,,,,,,,,,,,,,,
Food,11/2/2015 8:58,11,2,2015,,,,,,,,,,,,,,
Housing,11/4/2013 0:19,11,4,2013,,,,,,,,,,,,,,
Food,25/1/2016 3:29,25,1,2016,,,,,,,,,,,,,,
Agriculture,21/6/2016 14:10,21,6,2016,,,,,,,,,,,,,,
Food,15/1/2017 19:07,15,1,2017,,,,,,,,,,,,,,
Arts,20/11/2014 16:46,20,11,2014,,,,,,,,,,,,,,
Education,23/7/2014 19:46,23,7,2014,,,,,,,,,,,,,,
Housing,4/11/2014 16:49,4,11,2014,,,,,,,,,,,,,,
Food,2/12/2016 18:49,2,12,2016,,,,,,,,,,,,,,
Food,14/12/2015 3:26,14,12,2015,,,,,,,,,,,,,,
Food,13/10/2015 21:17,13,10,2015,,,,,,,,,,,,,,
Arts,6/5/2016 5:54,6,5,2016,,,,,,,,,,,,,,
Services,22/11/2016 6:49,22,11,2016,,,,,,,,,,,,,,
Retail,4/9/2017 12:05,4,9,2017,,,,,,,,,,,,,,
Personal Use,17/10/2016 5:56,17,10,2016,,,,,,,,,,,,,,
Agriculture,23/6/2015 13:38,23,6,2015,,,,,,,,,,,,,,
Agriculture,25/4/2013 4:51,25,4,2013,,,,,,,,,,,,,,
Agriculture,8/8/2014 13:18,8,8,2014,,,,,,,,,,,,,,
Education,10/2/2017 10:19,10,2,2017,,,,,,,,,,,,,,
Agriculture,17/10/2013 13:51,17,10,2013,,,,,,,,,,,,,,
Personal Use,10/11/2017 2:42,10,11,2017,,,,,,,,,,,,,,
Agriculture,25/2/2014 19:47,25,2,2014,,,,,,,,,,,,,,
Personal Use,18/2/2014 11:40,18,2,2014,,,,,,,,,,,,,,
Services,15/3/2017 11:25,15,3,2017,,,,,,,,,,,,,,
Agriculture,28/2/2017 6:08,28,2,2017,,,,,,,,,,,,,,
Transportation,11/3/2014 8:52,11,3,2014,,,,,,,,,,,,,,
Agriculture,14/4/2015 9:36,14,4,2015,,,,,,,,,,,,,,
Retail,11/6/2014 6:51,11,6,2014,,,,,,,,,,,,,,
Arts,16/4/2013 0:38,16,4,2013,,,,,,,,,,,,,,
Services,31/1/2013 5:30,31,1,2013,,,,,,,,,,,,,,
Food,24/12/2016 8:15,24,12,2016,,,,,,,,,,,,,,
Housing,28/10/2013 6:28,28,10,2013,,,,,,,,,,,,,,
Retail,14/2/2015 1:18,14,2,2015,,,,,,,,,,,,,,
Retail,8/9/2016 5:04,8,9,2016,,,,,,,,,,,,,,
Agriculture,25/4/2016 21:05,25,4,2016,,,,,,,,,,,,,,
Food,15/10/2014 10:46,15,10,2014,,,,,,,,,,,,,,
Retail,10/12/2016 20:03,10,12,2016,,,,,,,,,,,,,,
Agriculture,24/9/2014 15:18,24,9,2014,,,,,,,,,,,,,,
Agriculture,1/12/2017 2:59,1,12,2017,,,,,,,,,,,,,,
Clothing,29/5/2017 15:04,29,5,2017,,,,,,,,,,,,,,
Food,31/1/2017 10:38,31,1,2017,,,,,,,,,,,,,,
Agriculture,7/12/2013 18:52,7,12,2013,,,,,,,,,,,,,,
Agriculture,7/6/2013 2:31,7,6,2013,,,,,,,,,,,,,,
Retail,22/5/2014 6:47,22,5,2014,,,,,,,,,,,,,,
Agriculture,13/11/2015 17:39,13,11,2015,,,,,,,,,,,,,,
Retail,6/4/2017 8:21,6,4,2017,,,,,,,,,,,,,,
Retail,13/1/2014 10:42,13,1,2014,,,,,,,,,,,,,,
Food,25/1/2016 15:14,25,1,2016,,,,,,,,,,,,,,
Agriculture,17/12/2013 7:41,17,12,2013,,,,,,,,,,,,,,
Retail,29/10/2017 3:20,29,10,2017,,,,,,,,,,,,,,
Personal Use,19/12/2014 15:55,19,12,2014,,,,,,,,,,,,,,
Agriculture,6/2/2015 18:49,6,2,2015,,,,,,,,,,,,,,
Food,10/9/2015 8:45,10,9,2015,,,,,,,,,,,,,,
Services,27/11/2015 5:08,27,11,2015,,,,,,,,,,,,,,
Clothing,3/7/2015 8:03,3,7,2015,,,,,,,,,,,,,,
Clothing,16/3/2016 19:27,16,3,2016,,,,,,,,,,,,,,
Food,4/6/2013 16:28,4,6,2013,,,,,,,,,,,,,,
Services,7/5/2016 18:29,7,5,2016,,,,,,,,,,,,,,
Food,23/10/2015 3:15,23,10,2015,,,,,,,,,,,,,,
Food,23/12/2015 15:45,23,12,2015,,,,,,,,,,,,,,
Agriculture,31/8/2013 12:56,31,8,2013,,,,,,,,,,,,,,
Education,12/4/2016 9:31,12,4,2016,,,,,,,,,,,,,,
Food,13/3/2017 2:33,13,3,2017,,,,,,,,,,,,,,
Food,15/7/2014 2:13,15,7,2014,,,,,,,,,,,,,,
Agriculture,5/9/2017 7:28,5,9,2017,,,,,,,,,,,,,,
Food,17/2/2014 21:37,17,2,2014,,,,,,,,,,,,,,
Food,19/3/2014 5:51,19,3,2014,,,,,,,,,,,,,,
Agriculture,9/9/2013 20:42,9,9,2013,,,,,,,,,,,,,,
Clothing,23/3/2017 19:43,23,3,2017,,,,,,,,,,,,,,
Food,7/10/2016 16:14,7,10,2016,,,,,,,,,,,,,,
Retail,20/6/2013 1:09,20,6,2013,,,,,,,,,,,,,,
Agriculture,26/5/2015 1:44,26,5,2015,,,,,,,,,,,,,,
Agriculture,21/4/2017 5:55,21,4,2017,,,,,,,,,,,,,,
Agriculture,11/10/2013 18:37,11,10,2013,,,,,,,,,,,,,,
Retail,1/6/2013 3:05,1,6,2013,,,,,,,,,,,,,,
Agriculture,3/10/2017 10:12,3,10,2017,,,,,,,,,,,,,,
Retail,18/3/2016 10:18,18,3,2016,,,,,,,,,,,,,,
Entertainment,26/11/2014 13:26,26,11,2014,,,,,,,,,,,,,,
Agriculture,23/1/2014 18:06,23,1,2014,,,,,,,,,,,,,,
Food,19/1/2017 20:39,19,1,2017,,,,,,,,,,,,,,
Arts,25/3/2013 3:27,25,3,2013,,,,,,,,,,,,,,
Agriculture,9/3/2017 9:23,9,3,2017,,,,,,,,,,,,,,
Agriculture,2/1/2015 4:06,2,1,2015,,,,,,,,,,,,,,
Agriculture,15/6/2017 15:43,15,6,2017,,,,,,,,,,,,,,
Retail,1/3/2015 5:43,1,3,2015,,,,,,,,,,,,,,
Retail,15/6/2015 16:12,15,6,2015,,,,,,,,,,,,,,
Food,27/6/2016 7:41,27,6,2016,,,,,,,,,,,,,,
Food,23/2/2016 4:40,23,2,2016,,,,,,,,,,,,,,
Clothing,16/12/2013 15:30,16,12,2013,,,,,,,,,,,,,,
Agriculture,13/3/2015 21:02,13,3,2015,,,,,,,,,,,,,,
Food,23/8/2013 20:07,23,8,2013,,,,,,,,,,,,,,
Agriculture,18/9/2014 11:37,18,9,2014,,,,,,,,,,,,,,
Food,20/6/2017 8:03,20,6,2017,,,,,,,,,,,,,,
Education,26/9/2014 4:39,26,9,2014,,,,,,,,,,,,,,
Retail,17/8/2016 22:01,17,8,2016,,,,,,,,,,,,,,
Clothing,27/9/2017 5:28,27,9,2017,,,,,,,,,,,,,,
Agriculture,28/9/2016 22:51,28,9,2016,,,,,,,,,,,,,,
Agriculture,11/8/2014 9:34,11,8,2014,,,,,,,,,,,,,,
Education,15/9/2016 4:40,15,9,2016,,,,,,,,,,,,,,
Personal Use,17/10/2016 5:43,17,10,2016,,,,,,,,,,,,,,
Food,7/9/2015 8:25,7,9,2015,,,,,,,,,,,,,,
Agriculture,13/1/2016 1:30,13,1,2016,,,,,,,,,,,,,,
Retail,24/3/2014 0:09,24,3,2014,,,,,,,,,,,,,,
Agriculture,19/2/2016 7:50,19,2,2016,,,,,,,,,,,,,,
Food,13/6/2013 6:26,13,6,2013,,,,,,,,,,,,,,
Agriculture,19/7/2013 12:15,19,7,2013,,,,,,,,,,,,,,
Services,30/12/2013 22:00,30,12,2013,,,,,,,,,,,,,,
Transportation,10/12/2013 6:08,10,12,2013,,,,,,,,,,,,,,
Food,15/9/2016 21:28,15,9,2016,,,,,,,,,,,,,,
Clothing,2/5/2013 10:53,2,5,2013,,,,,,,,,,,,,,
Food,8/8/2015 7:38,8,8,2015,,,,,,,,,,,,,,
Services,16/7/2015 11:40,16,7,2015,,,,,,,,,,,,,,
Food,18/5/2015 18:16,18,5,2015,,,,,,,,,,,,,,
Agriculture,23/1/2015 8:04,23,1,2015,,,,,,,,,,,,,,
Clothing,10/1/2013 8:31,10,1,2013,,,,,,,,,,,,,,
Food,27/3/2015 11:41,27,3,2015,,,,,,,,,,,,,,
Retail,19/5/2015 0:36,19,5,2015,,,,,,,,,,,,,,
Housing,1/10/2015 6:58,1,10,2015,,,,,,,,,,,,,,
Food,1/4/2015 8:27,1,4,2015,,,,,,,,,,,,,,
Retail,4/9/2014 9:09,4,9,2014,,,,,,,,,,,,,,
Agriculture,15/4/2013 5:52,15,4,2013,,,,,,,,,,,,,,
Retail,17/12/2016 3:46,17,12,2016,,,,,,,,,,,,,,
Retail,24/8/2013 4:04,24,8,2013,,,,,,,,,,,,,,
Services,17/6/2013 1:30,17,6,2013,,,,,,,,,,,,,,
Agriculture,5/4/2016 13:00,5,4,2016,,,,,,,,,,,,,,
Personal Use,5/10/2016 7:37,5,10,2016,,,,,,,,,,,,,,
Arts,12/8/2015 14:05,12,8,2015,,,,,,,,,,,,,,
Housing,22/5/2013 21:41,22,5,2013,,,,,,,,,,,,,,
Retail,20/7/2017 6:01,20,7,2017,,,,,,,,,,,,,,
Agriculture,21/6/2016 20:47,21,6,2016,,,,,,,,,,,,,,
Food,18/1/2015 15:19,18,1,2015,,,,,,,,,,,,,,
Food,10/7/2016 15:51,10,7,2016,,,,,,,,,,,,,,
Food,7/6/2013 21:12,7,6,2013,,,,,,,,,,,,,,
Services,31/7/2015 19:47,31,7,2015,,,,,,,,,,,,,,
Retail,30/10/2017 9:05,30,10,2017,,,,,,,,,,,,,,
Retail,21/11/2015 18:10,21,11,2015,,,,,,,,,,,,,,
Retail,26/2/2015 6:22,26,2,2015,,,,,,,,,,,,,,
Transportation,13/3/2015 4:50,13,3,2015,,,,,,,,,,,,,,
Agriculture,16/4/2015 15:35,16,4,2015,,,,,,,,,,,,,,
Food,20/5/2016 2:12,20,5,2016,,,,,,,,,,,,,,
Clothing,6/1/2014 9:36,6,1,2014,,,,,,,,,,,,,,
Education,17/8/2017 13:57,17,8,2017,,,,,,,,,,,,,,
Retail,10/8/2015 22:37,10,8,2015,,,,,,,,,,,,,,
Personal Use,27/6/2014 13:53,27,6,2014,,,,,,,,,,,,,,
Agriculture,10/11/2014 8:07,10,11,2014,,,,,,,,,,,,,,
Retail,30/3/2016 8:13,30,3,2016,,,,,,,,,,,,,,
Food,27/6/2013 3:06,27,6,2013,,,,,,,,,,,,,,
Retail,6/6/2017 6:31,6,6,2017,,,,,,,,,,,,,,
Retail,12/9/2014 7:35,12,9,2014,,,,,,,,,,,,,,
Retail,8/8/2017 11:47,8,8,2017,,,,,,,,,,,,,,
Agriculture,20/6/2017 20:31,20,6,2017,,,,,,,,,,,,,,
Personal Use,28/2/2017 4:27,28,2,2017,,,,,,,,,,,,,,
Education,5/6/2014 13:20,5,6,2014,,,,,,,,,,,,,,
Food,18/5/2014 10:30,18,5,2014,,,,,,,,,,,,,,
Agriculture,13/8/2013 9:54,13,8,2013,,,,,,,,,,,,,,
Retail,7/11/2017 10:54,7,11,2017,,,,,,,,,,,,,,
Services,29/8/2014 19:56,29,8,2014,,,,,,,,,,,,,,
Retail,18/12/2013 9:00,18,12,2013,,,,,,,,,,,,,,
Manufacturing,20/10/2015 14:23,20,10,2015,,,,,,,,,,,,,,
Housing,30/8/2017 9:56,30,8,2017,,,,,,,,,,,,,,
Food,27/4/2017 13:55,27,4,2017,,,,,,,,,,,,,,
Housing,22/1/2014 16:48,22,1,2014,,,,,,,,,,,,,,
Food,14/5/2013 20:22,14,5,2013,,,,,,,,,,,,,,
Food,4/9/2013 15:29,4,9,2013,,,,,,,,,,,,,,
Food,31/8/2017 12:22,31,8,2017,,,,,,,,,,,,,,
Food,15/11/2014 22:30,15,11,2014,,,,,,,,,,,,,,
Clothing,29/4/2016 11:37,29,4,2016,,,,,,,,,,,,,,
Services,10/7/2017 8:27,10,7,2017,,,,,,,,,,,,,,
Food,22/8/2016 14:10,22,8,2016,,,,,,,,,,,,,,
Health,23/9/2015 17:50,23,9,2015,,,,,,,,,,,,,,
Retail,3/5/2013 20:18,3,5,2013,,,,,,,,,,,,,,
Transportation,16/2/2017 7:43,16,2,2017,,,,,,,,,,,,,,
Agriculture,17/8/2017 6:45,17,8,2017,,,,,,,,,,,,,,
Agriculture,21/5/2013 12:02,21,5,2013,,,,,,,,,,,,,,
Food,13/2/2017 12:52,13,2,2017,,,,,,,,,,,,,,
Retail,14/5/2014 13:30,14,5,2014,,,,,,,,,,,,,,
Agriculture,28/11/2015 14:35,28,11,2015,,,,,,,,,,,,,,
Food,22/7/2014 10:09,22,7,2014,,,,,,,,,,,,,,
Agriculture,8/8/2016 13:48,8,8,2016,,,,,,,,,,,,,,
Services,25/3/2015 13:36,25,3,2015,,,,,,,,,,,,,,
Food,23/11/2017 7:00,23,11,2017,,,,,,,,,,,,,,
Education,15/11/2016 13:07,15,11,2016,,,,,,,,,,,,,,
Manufacturing,21/3/2014 9:27,21,3,2014,,,,,,,,,,,,,,
Retail,21/10/2016 3:51,21,10,2016,,,,,,,,,,,,,,
Agriculture,26/8/2013 12:49,26,8,2013,,,,,,,,,,,,,,
Food,23/7/2013 10:02,23,7,2013,,,,,,,,,,,,,,
