LOAN_AMOUNT,SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
325,Food,25/5/2017 3:11,25,5,2017,,,,,,,,,,,,,,
1250,Education,16/2/2015 17:13,16,2,2015,,,,,,,,,,,,,,
175,Personal Use,29/8/2016 8:40,29,8,2016,,,,,,,,,,,,,,
425,Clothing,21/9/2015 12:54,21,9,2015,,,,,,,,,,,,,,
275,Services,17/4/2015 7:59,17,4,2015,,,,,,,,,,,,,,
2775,Clothing,16/9/2013 10:43,16,9,2013,,,,,,,,,,,,,,
2000,Construction,20/8/2015 13:20,20,8,2015,,,,,,,,,,,,,,
400,Agriculture,1/9/2015 6:55,1,9,2015,,,,,,,,,,,,,,
175,Personal Use,8/6/2016 4:39,8,6,2016,,,,,,,,,,,,,,
875,Manufacturing,13/8/2014 15:48,13,8,2014,,,,,,,,,,,,,,
550,Agriculture,27/7/2015 7:18,27,7,2015,,,,,,,,,,,,,,
200,Clothing,26/11/2015 8:41,26,11,2015,,,,,,,,,,,,,,
350,Food,24/7/2013 16:06,24,7,2013,,,,,,,,,,,,,,
225,Personal Use,12/5/2017 3:47,12,5,2017,,,,,,,,,,,,,,
275,Clothing,25/12/2015 8:07,25,12,2015,,,,,,,,,,,,,,
1800,Agriculture,30/7/2013 10:19,30,7,2013,,,,,,,,,,,,,,
2050,Services,8/3/2013 13:38,8,3,2013,,,,,,,,,,,,,,
950,Agriculture,8/10/2015 8:19,8,10,2015,,,,,,,,,,,,,,
400,Food,6/7/2015 4:09,6,7,2015,,,,,,,,,,,,,,
925,Food,28/8/2015 16:27,28,8,2015,,,,,,,,,,,,,,
400,Food,24/4/2013 18:03,24,4,2013,,,,,,,,,,,,,,
300,Food,16/7/2014 16:24,16,7,2014,,,,,,,,,,,,,,
850,Agriculture,23/4/2013 14:57,23,4,2013,,,,,,,,,,,,,,
375,Retail,24/4/2013 8:08,24,4,2013,,,,,,,,,,,,,,
1500,Retail,19/2/2016 22:36,19,2,2016,,,,,,,,,,,,,,
450,Education,17/1/2015 3:56,17,1,2015,,,,,,,,,,,,,,
250,Personal Use,30/8/2016 2:52,30,8,2016,,,,,,,,,,,,,,
675,Clothing,27/7/2017 23:57,27,7,2017,,,,,,,,,,,,,,
250,Agriculture,30/6/2016 19:13,30,6,2016,,,,,,,,,,,,,,
300,Food,9/3/2017 2:53,9,3,2017,,,,,,,,,,,,,,
225,Food,8/11/2016 7:50,8,11,2016,,,,,,,,,,,,,,
500,Food,1/3/2017 13:32,1,3,2017,,,,,,,,,,,,,,
300,Clothing,22/6/2016 6:48,22,6,2016,,,,,,,,,,,,,,
1275,Food,26/9/2017 1:09,26,9,2017,,,,,,,,,,,,,,
400,Services,17/11/2016 4:54,17,11,2016,,,,,,,,,,,,,,
400,Food,12/2/2017 2:29,12,2,2017,,,,,,,,,,,,,,
4675,Food,27/9/2013 20:05,27,9,2013,,,,,,,,,,,,,,
775,Food,23/10/2015 16:30,23,10,2015,,,,,,,,,,,,,,
575,Food,18/2/2013 21:45,18,2,2013,,,,,,,,,,,,,,
350,Retail,7/11/2015 8:05,7,11,2015,,,,,,,,,,,,,,
500,Agriculture,4/6/2013 15:50,4,6,2013,,,,,,,,,,,,,,
775,Services,11/8/2015 12:41,11,8,2015,,,,,,,,,,,,,,
425,Clothing,20/5/2014 17:27,20,5,2014,,,,,,,,,,,,,,
1475,Construction,19/6/2013 17:55,19,6,2013,,,,,,,,,,,,,,
1200,Retail,21/11/2013 17:20,21,11,2013,,,,,,,,,,,,,,
900,Agriculture,17/4/2017 19:21,17,4,2017,,,,,,,,,,,,,,
525,Transportation,21/3/2014 13:33,21,3,2014,,,,,,,,,,,,,,
650,Agriculture,20/8/2015 10:29,20,8,2015,,,,,,,,,,,,,,
1075,Agriculture,18/4/2013 9:29,18,4,2013,,,,,,,,,,,,,,
925,Retail,22/4/2014 19:19,22,4,2014,,,,,,,,,,,,,,
875,Retail,21/10/2015 4:56,21,10,2015,,,,,,,,,,,,,,
1050,Health,13/10/2016 3:25,13,10,2016,,,,,,,,,,,,,,
300,Retail,29/6/2017 9:01,29,6,2017,,,,,,,,,,,,,,
1225,Health,23/1/2014 15:42,23,1,2014,,,,,,,,,,,,,,
2000,Agriculture,20/3/2013 6:56,20,3,2013,,,,,,,,,,,,,,
250,Food,8/10/2013 1:04,8,10,2013,,,,,,,,,,,,,,
300,Retail,22/3/2013 23:19,22,3,2013,,,,,,,,,,,,,,
300,Food,17/7/2017 3:48,17,7,2017,,,,,,,,,,,,,,
200,Retail,4/7/2013 12:40,4,7,2013,,,,,,,,,,,,,,
800,Retail,16/4/2015 19:20,16,4,2015,,,,,,,,,,,,,,
700,Agriculture,15/8/2014 1:11,15,8,2014,,,,,,,,,,,,,,
450,Retail,10/8/2015 23:58,10,8,2015,,,,,,,,,,,,,,
250,Personal Use,2/6/2016 2:30,2,6,2016,,,,,,,,,,,,,,
2225,Food,27/9/2013 8:36,27,9,2013,,,,,,,,,,,,,,
900,Agriculture,4/4/2016 13:04,4,4,2016,,,,,,,,,,,,,,
350,Food,6/9/2014 9:22,6,9,2014,,,,,,,,,,,,,,
75,Personal Use,19/3/2015 6:35,19,3,2015,,,,,,,,,,,,,,
400,Transportation,29/5/2015 5:19,29,5,2015,,,,,,,,,,,,,,
450,Personal Use,18/12/2017 4:24,18,12,2017,,,,,,,,,,,,,,
2550,Construction,15/3/2013 16:37,15,3,2013,,,,,,,,,,,,,,
400,Food,11/8/2017 5:54,11,8,2017,,,,,,,,,,,,,,
400,Agriculture,13/10/2015 4:39,13,10,2015,,,,,,,,,,,,,,
400,Agriculture,30/8/2016 7:32,30,8,2016,,,,,,,,,,,,,,
500,Agriculture,11/6/2014 14:18,11,6,2014,,,,,,,,,,,,,,
225,Agriculture,20/1/2016 12:42,20,1,2016,,,,,,,,,,,,,,
1175,Arts,7/7/2017 18:25,7,7,2017,,,,,,,,,,,,,,
325,Agriculture,17/1/2017 3:27,17,1,2017,,,,,,,,,,,,,,
1200,Food,6/7/2017 7:38,6,7,2017,,,,,,,,,,,,,,
200,Manufacturing,16/3/2015 10:44,16,3,2015,,,,,,,,,,,,,,
800,Education,18/2/2013 14:11,18,2,2013,,,,,,,,,,,,,,
300,Agriculture,18/9/2014 15:40,18,9,2014,,,,,,,,,,,,,,
475,Food,19/8/2014 15:59,19,8,2014,,,,,,,,,,,,,,
300,Food,30/12/2016 16:13,30,12,2016,,,,,,,,,,,,,,
700,Retail,24/3/2017 16:26,24,3,2017,,,,,,,,,,,,,,
600,Clothing,24/10/2013 7:21,24,10,2013,,,,,,,,,,,,,,
850,Health,1/11/2017 20:57,1,11,2017,,,,,,,,,,,,,,
325,Education,28/10/2013 18:17,28,10,2013,,,,,,,,,,,,,,
350,Food,10/6/2014 11:16,10,6,2014,,,,,,,,,,,,,,
775,Food,15/7/2016 16:30,15,7,2016,,,,,,,,,,,,,,
150,Services,10/7/2013 7:38,10,7,2013,,,,,,,,,,,,,,
675,Agriculture,22/6/2015 13:44,22,6,2015,,,,,,,,,,,,,,
75,Personal Use,12/11/2015 12:35,12,11,2015,,,,,,,,,,,,,,
1800,Manufacturing,12/1/2017 22:54,12,1,2017,,,,,,,,,,,,,,
800,Food,16/8/2013 16:47,16,8,2013,,,,,,,,,,,,,,
1200,Personal Use,16/8/2017 9:10,16,8,2017,,,,,,,,,,,,,,
1500,Transportation,19/1/2016 7:58,19,1,2016,,,,,,,,,,,,,,
225,Food,22/3/2017 6:58,22,3,2017,,,,,,,,,,,,,,
475,Services,4/2/2016 8:58,4,2,2016,,,,,,,,,,,,,,
175,Retail,24/6/2017 4:09,24,6,2017,,,,,,,,,,,,,,
700,Arts,27/12/2014 0:20,27,12,2014,,,,,,,,,,,,,,
725,Food,17/6/2013 8:32,17,6,2013,,,,,,,,,,,,,,
1200,Agriculture,14/3/2016 8:12,14,3,2016,,,,,,,,,,,,,,
750,Agriculture,16/1/2017 18:59,16,1,2017,,,,,,,,,,,,,,
5100,Food,25/7/2013 20:22,25,7,2013,,,,,,,,,,,,,,
1025,Agriculture,29/1/2014 16:39,29,1,2014,,,,,,,,,,,,,,
200,Agriculture,3/10/2013 10:59,3,10,2013,,,,,,,,,,,,,,
2425,Agriculture,17/9/2017 12:01,17,9,2017,,,,,,,,,,,,,,
350,Food,29/10/2014 13:36,29,10,2014,,,,,,,,,,,,,,
100,Agriculture,14/9/2015 8:58,14,9,2015,,,,,,,,,,,,,,
1075,Construction,16/8/2013 20:25,16,8,2013,,,,,,,,,,,,,,
3000,Personal Use,9/4/2017 18:28,9,4,2017,,,,,,,,,,,,,,
2575,Food,21/4/2014 14:42,21,4,2014,,,,,,,,,,,,,,
175,Food,17/7/2014 7:58,17,7,2014,,,,,,,,,,,,,,
1050,Agriculture,9/6/2017 5:28,9,6,2017,,,,,,,,,,,,,,
425,Food,21/12/2016 9:07,21,12,2016,,,,,,,,,,,,,,
525,Agriculture,10/7/2015 7:59,10,7,2015,,,,,,,,,,,,,,
950,Agriculture,17/8/2017 14:54,17,8,2017,,,,,,,,,,,,,,
2100,Clothing,8/6/2015 13:06,8,6,2015,,,,,,,,,,,,,,
3000,Food,1/12/2014 10:54,1,12,2014,,,,,,,,,,,,,,
600,Clothing,17/3/2014 7:16,17,3,2014,,,,,,,,,,,,,,
3425,Agriculture,6/6/2016 16:39,6,6,2016,,,,,,,,,,,,,,
1300,Education,12/2/2014 13:35,12,2,2014,,,,,,,,,,,,,,
75,Agriculture,31/10/2014 9:45,31,10,2014,,,,,,,,,,,,,,
250,Agriculture,25/4/2015 12:32,25,4,2015,,,,,,,,,,,,,,
1050,Agriculture,15/3/2016 9:24,15,3,2016,,,,,,,,,,,,,,
350,Food,30/12/2014 19:44,30,12,2014,,,,,,,,,,,,,,
525,Retail,7/12/2016 2:27,7,12,2016,,,,,,,,,,,,,,
475,Agriculture,26/6/2013 5:41,26,6,2013,,,,,,,,,,,,,,
2025,Transportation,18/9/2015 20:48,18,9,2015,,,,,,,,,,,,,,
500,Agriculture,23/10/2017 5:42,23,10,2017,,,,,,,,,,,,,,
1250,Clothing,11/9/2013 10:28,11,9,2013,,,,,,,,,,,,,,
1350,Retail,2/9/2015 13:09,2,9,2015,,,,,,,,,,,,,,
350,Retail,26/10/2016 3:34,26,10,2016,,,,,,,,,,,,,,
2825,Services,18/2/2013 9:57,18,2,2013,,,,,,,,,,,,,,
275,Agriculture,24/3/2016 11:54,24,3,2016,,,,,,,,,,,,,,
375,Food,11/10/2013 6:06,11,10,2013,,,,,,,,,,,,,,
1025,Housing,28/1/2013 21:33,28,1,2013,,,,,,,,,,,,,,
250,Transportation,14/11/2013 6:36,14,11,2013,,,,,,,,,,,,,,
1300,Clothing,27/10/2015 15:32,27,10,2015,,,,,,,,,,,,,,
500,Transportation,17/1/2017 8:10,17,1,2017,,,,,,,,,,,,,,
1175,Construction,15/2/2015 19:37,15,2,2015,,,,,,,,,,,,,,
950,Agriculture,20/4/2015 5:41,20,4,2015,,,,,,,,,,,,,,
500,Retail,2/10/2014 19:58,2,10,2014,,,,,,,,,,,,,,
750,Education,14/3/2015 11:48,14,3,2015,,,,,,,,,,,,,,
425,Food,15/1/2016 8:59,15,1,2016,,,,,,,,,,,,,,
350,Agriculture,7/6/2014 2:51,7,6,2014,,,,,,,,,,,,,,
875,Agriculture,26/8/2016 17:29,26,8,2016,,,,,,,,,,,,,,
1000,Agriculture,18/11/2014 19:29,18,11,2014,,,,,,,,,,,,,,
1600,Food,17/4/2013 8:50,17,4,2013,,,,,,,,,,,,,,
1025,Agriculture,2/4/2017 9:07,2,4,2017,,,,,,,,,,,,,,
575,Education,1/12/2015 14:21,1,12,2015,,,,,,,,,,,,,,
125,Personal Use,30/11/2017 7:35,30,11,2017,,,,,,,,,,,,,,
175,Food,9/11/2016 7:17,9,11,2016,,,,,,,,,,,,,,
500,Retail,18/10/2017 9:56,18,10,2017,,,,,,,,,,,,,,
625,Retail,13/2/2017 11:29,13,2,2017,,,,,,,,,,,,,,
200,Food,6/1/2016 13:12,6,1,2016,,,,,,,,,,,,,,
250,Personal Use,8/8/2016 2:27,8,8,2016,,,,,,,,,,,,,,
575,Education,2/11/2014 22:05,2,11,2014,,,,,,,,,,,,,,
6225,Construction,19/8/2016 9:06,19,8,2016,,,,,,,,,,,,,,
350,Agriculture,25/3/2014 13:22,25,3,2014,,,,,,,,,,,,,,
425,Food,25/8/2016 3:29,25,8,2016,,,,,,,,,,,,,,
1075,Clothing,27/7/2016 0:20,27,7,2016,,,,,,,,,,,,,,
325,Manufacturing,23/8/2017 11:33,23,8,2017,,,,,,,,,,,,,,
225,Arts,4/4/2016 6:41,4,4,2016,,,,,,,,,,,,,,
275,Food,28/6/2016 1:58,28,6,2016,,,,,,,,,,,,,,
500,Construction,23/6/2017 5:25,23,6,2017,,,,,,,,,,,,,,
300,Retail,10/2/2015 4:50,10,2,2015,,,,,,,,,,,,,,
475,Health,3/12/2015 9:00,3,12,2015,,,,,,,,,,,,,,
400,Retail,4/2/2014 20:30,4,2,2014,,,,,,,,,,,,,,
750,Agriculture,24/4/2016 17:36,24,4,2016,,,,,,,,,,,,,,
175,Food,9/3/2016 5:49,9,3,2016,,,,,,,,,,,,,,
325,Retail,20/2/2013 7:12,20,2,2013,,,,,,,,,,,,,,
500,Housing,2/7/2015 21:01,2,7,2015,,,,,,,,,,,,,,
375,Services,14/1/2013 10:00,14,1,2013,,,,,,,,,,,,,,
1500,Services,22/2/2016 11:04,22,2,2016,,,,,,,,,,,,,,
950,Retail,9/1/2014 10:39,9,1,2014,,,,,,,,,,,,,,
175,Agriculture,11/7/2017 14:33,11,7,2017,,,,,,,,,,,,,,
150,Agriculture,26/5/2016 14:33,26,5,2016,,,,,,,,,,,,,,
1000,Food,13/3/2013 14:56,13,3,2013,,,,,,,,,,,,,,
175,Retail,19/5/2017 8:43,19,5,2017,,,,,,,,,,,,,,
500,Retail,6/8/2014 20:50,6,8,2014,,,,,,,,,,,,,,
500,Agriculture,8/12/2016 11:10,8,12,2016,,,,,,,,,,,,,,
600,Food,10/7/2014 5:35,10,7,2014,,,,,,,,,,,,,,
275,Food,28/3/2015 7:11,28,3,2015,,,,,,,,,,,,,,
1325,Health,4/9/2015 15:07,4,9,2015,,,,,,,,,,,,,,
250,Housing,30/1/2014 17:25,30,1,2014,,,,,,,,,,,,,,
75,Personal Use,23/8/2017 10:00,23,8,2017,,,,,,,,,,,,,,
1100,Retail,10/12/2014 22:51,10,12,2014,,,,,,,,,,,,,,
300,Construction,12/1/2017 6:49,12,1,2017,,,,,,,,,,,,,,
75,Agriculture,20/11/2014 23:06,20,11,2014,,,,,,,,,,,,,,
800,Food,13/1/2016 12:10,13,1,2016,,,,,,,,,,,,,,
2175,Agriculture,22/12/2016 7:26,22,12,2016,,,,,,,,,,,,,,
1000,Food,23/1/2015 9:32,23,1,2015,,,,,,,,,,,,,,
3075,Clothing,21/9/2017 2:25,21,9,2017,,,,,,,,,,,,,,
250,Transportation,31/1/2013 3:50,31,1,2013,,,,,,,,,,,,,,
400,Food,20/2/2014 9:05,20,2,2014,,,,,,,,,,,,,,
1500,Construction,3/10/2013 8:35,3,10,2013,,,,,,,,,,,,,,
1600,Food,30/7/2013 14:36,30,7,2013,,,,,,,,,,,,,,
1450,Food,16/1/2017 9:37,16,1,2017,,,,,,,,,,,,,,
750,Services,14/5/2015 13:57,14,5,2015,,,,,,,,,,,,,,
400,Agriculture,7/1/2015 18:22,7,1,2015,,,,,,,,,,,,,,
250,Food,24/4/2013 9:49,24,4,2013,,,,,,,,,,,,,,
1600,Agriculture,3/7/2014 14:14,3,7,2014,,,,,,,,,,,,,,
300,Agriculture,18/11/2015 12:47,18,11,2015,,,,,,,,,,,,,,
800,Food,23/5/2015 1:00,23,5,2015,,,,,,,,,,,,,,
725,Agriculture,27/2/2014 22:56,27,2,2014,,,,,,,,,,,,,,
1600,Retail,12/11/2016 0:36,12,11,2016,,,,,,,,,,,,,,
600,Services,15/12/2014 7:01,15,12,2014,,,,,,,,,,,,,,
1150,Arts,28/1/2016 7:23,28,1,2016,,,,,,,,,,,,,,
175,Personal Use,4/12/2017 4:46,4,12,2017,,,,,,,,,,,,,,
775,Services,27/4/2015 14:54,27,4,2015,,,,,,,,,,,,,,
175,Personal Use,6/6/2016 3:00,6,6,2016,,,,,,,,,,,,,,
450,Food,20/12/2017 3:20,20,12,2017,,,,,,,,,,,,,,
350,Services,11/7/2013 8:54,11,7,2013,,,,,,,,,,,,,,
250,Food,28/9/2016 4:40,28,9,2016,,,,,,,,,,,,,,
150,Agriculture,6/8/2014 13:27,6,8,2014,,,,,,,,,,,,,,
175,Agriculture,5/7/2017 2:42,5,7,2017,,,,,,,,,,,,,,
700,Retail,23/10/2017 19:41,23,10,2017,,,,,,,,,,,,,,
2025,Retail,6/6/2013 17:21,6,6,2013,,,,,,,,,,,,,,
750,Food,11/2/2015 8:58,11,2,2015,,,,,,,,,,,,,,
800,Housing,11/4/2013 0:19,11,4,2013,,,,,,,,,,,,,,
150,Food,25/1/2016 3:29,25,1,2016,,,,,,,,,,,,,,
575,Agriculture,21/6/2016 14:10,21,6,2016,,,,,,,,,,,,,,
150,Food,15/1/2017 19:07,15,1,2017,,,,,,,,,,,,,,
350,Arts,20/11/2014 16:46,20,11,2014,,,,,,,,,,,,,,
1000,Education,23/7/2014 19:46,23,7,2014,,,,,,,,,,,,,,
500,Housing,4/11/2014 16:49,4,11,2014,,,,,,,,,,,,,,
1000,Food,2/12/2016 18:49,2,12,2016,,,,,,,,,,,,,,
350,Food,14/12/2015 3:26,14,12,2015,,,,,,,,,,,,,,
375,Food,13/10/2015 21:17,13,10,2015,,,,,,,,,,,,,,
275,Arts,6/5/2016 5:54,6,5,2016,,,,,,,,,,,,,,
275,Services,22/11/2016 6:49,22,11,2016,,,,,,,,,,,,,,
225,Retail,4/9/2017 12:05,4,9,2017,,,,,,,,,,,,,,
175,Personal Use,17/10/2016 5:56,17,10,2016,,,,,,,,,,,,,,
3000,Agriculture,23/6/2015 13:38,23,6,2015,,,,,,,,,,,,,,
250,Agriculture,25/4/2013 4:51,25,4,2013,,,,,,,,,,,,,,
3000,Agriculture,8/8/2014 13:18,8,8,2014,,,,,,,,,,,,,,
1250,Education,10/2/2017 10:19,10,2,2017,,,,,,,,,,,,,,
1500,Agriculture,17/10/2013 13:51,17,10,2013,,,,,,,,,,,,,,
125,Personal Use,10/11/2017 2:42,10,11,2017,,,,,,,,,,,,,,
1025,Agriculture,25/2/2014 19:47,25,2,2014,,,,,,,,,,,,,,
850,Personal Use,18/2/2014 11:40,18,2,2014,,,,,,,,,,,,,,
1125,Services,15/3/2017 11:25,15,3,2017,,,,,,,,,,,,,,
2175,Agriculture,28/2/2017 6:08,28,2,2017,,,,,,,,,,,,,,
3025,Transportation,11/3/2014 8:52,11,3,2014,,,,,,,,,,,,,,
1350,Agriculture,14/4/2015 9:36,14,4,2015,,,,,,,,,,,,,,
200,Retail,11/6/2014 6:51,11,6,2014,,,,,,,,,,,,,,
650,Arts,16/4/2013 0:38,16,4,2013,,,,,,,,,,,,,,
650,Services,31/1/2013 5:30,31,1,2013,,,,,,,,,,,,,,
625,Food,24/12/2016 8:15,24,12,2016,,,,,,,,,,,,,,
250,Housing,28/10/2013 6:28,28,10,2013,,,,,,,,,,,,,,
750,Retail,14/2/2015 1:18,14,2,2015,,,,,,,,,,,,,,
475,Retail,8/9/2016 5:04,8,9,2016,,,,,,,,,,,,,,
1500,Agriculture,25/4/2016 21:05,25,4,2016,,,,,,,,,,,,,,
225,Food,15/10/2014 10:46,15,10,2014,,,,,,,,,,,,,,
775,Retail,10/12/2016 20:03,10,12,2016,,,,,,,,,,,,,,
650,Agriculture,24/9/2014 15:18,24,9,2014,,,,,,,,,,,,,,
250,Agriculture,1/12/2017 2:59,1,12,2017,,,,,,,,,,,,,,
275,Clothing,29/5/2017 15:04,29,5,2017,,,,,,,,,,,,,,
300,Food,31/1/2017 10:38,31,1,2017,,,,,,,,,,,,,,
500,Agriculture,7/12/2013 18:52,7,12,2013,,,,,,,,,,,,,,
300,Agriculture,7/6/2013 2:31,7,6,2013,,,,,,,,,,,,,,
400,Retail,22/5/2014 6:47,22,5,2014,,,,,,,,,,,,,,
925,Agriculture,13/11/2015 17:39,13,11,2015,,,,,,,,,,,,,,
300,Retail,6/4/2017 8:21,6,4,2017,,,,,,,,,,,,,,
250,Retail,13/1/2014 10:42,13,1,2014,,,,,,,,,,,,,,
1600,Food,25/1/2016 15:14,25,1,2016,,,,,,,,,,,,,,
475,Agriculture,17/12/2013 7:41,17,12,2013,,,,,,,,,,,,,,
350,Retail,29/10/2017 3:20,29,10,2017,,,,,,,,,,,,,,
175,Personal Use,19/12/2014 15:55,19,12,2014,,,,,,,,,,,,,,
425,Agriculture,6/2/2015 18:49,6,2,2015,,,,,,,,,,,,,,
875,Food,10/9/2015 8:45,10,9,2015,,,,,,,,,,,,,,
800,Services,27/11/2015 5:08,27,11,2015,,,,,,,,,,,,,,
325,Clothing,3/7/2015 8:03,3,7,2015,,,,,,,,,,,,,,
675,Clothing,16/3/2016 19:27,16,3,2016,,,,,,,,,,,,,,
100,Food,4/6/2013 16:28,4,6,2013,,,,,,,,,,,,,,
725,Services,7/5/2016 18:29,7,5,2016,,,,,,,,,,,,,,
250,Food,23/10/2015 3:15,23,10,2015,,,,,,,,,,,,,,
375,Food,23/12/2015 15:45,23,12,2015,,,,,,,,,,,,,,
125,Agriculture,31/8/2013 12:56,31,8,2013,,,,,,,,,,,,,,
700,Education,12/4/2016 9:31,12,4,2016,,,,,,,,,,,,,,
500,Food,13/3/2017 2:33,13,3,2017,,,,,,,,,,,,,,
1100,Food,15/7/2014 2:13,15,7,2014,,,,,,,,,,,,,,
450,Agriculture,5/9/2017 7:28,5,9,2017,,,,,,,,,,,,,,
1500,Food,17/2/2014 21:37,17,2,2014,,,,,,,,,,,,,,
350,Food,19/3/2014 5:51,19,3,2014,,,,,,,,,,,,,,
1500,Agriculture,9/9/2013 20:42,9,9,2013,,,,,,,,,,,,,,
2000,Clothing,23/3/2017 19:43,23,3,2017,,,,,,,,,,,,,,
1875,Food,7/10/2016 16:14,7,10,2016,,,,,,,,,,,,,,
200,Retail,20/6/2013 1:09,20,6,2013,,,,,,,,,,,,,,
600,Agriculture,26/5/2015 1:44,26,5,2015,,,,,,,,,,,,,,
600,Agriculture,21/4/2017 5:55,21,4,2017,,,,,,,,,,,,,,
5550,Agriculture,11/10/2013 18:37,11,10,2013,,,,,,,,,,,,,,
5775,Retail,1/6/2013 3:05,1,6,2013,,,,,,,,,,,,,,
1000,Agriculture,3/10/2017 10:12,3,10,2017,,,,,,,,,,,,,,
400,Retail,18/3/2016 10:18,18,3,2016,,,,,,,,,,,,,,
675,Entertainment,26/11/2014 13:26,26,11,2014,,,,,,,,,,,,,,
1150,Agriculture,23/1/2014 18:06,23,1,2014,,,,,,,,,,,,,,
600,Food,19/1/2017 20:39,19,1,2017,,,,,,,,,,,,,,
1050,Arts,25/3/2013 3:27,25,3,2013,,,,,,,,,,,,,,
500,Agriculture,9/3/2017 9:23,9,3,2017,,,,,,,,,,,,,,
600,Agriculture,2/1/2015 4:06,2,1,2015,,,,,,,,,,,,,,
300,Agriculture,15/6/2017 15:43,15,6,2017,,,,,,,,,,,,,,
350,Retail,1/3/2015 5:43,1,3,2015,,,,,,,,,,,,,,
500,Retail,15/6/2015 16:12,15,6,2015,,,,,,,,,,,,,,
650,Food,27/6/2016 7:41,27,6,2016,,,,,,,,,,,,,,
525,Food,23/2/2016 4:40,23,2,2016,,,,,,,,,,,,,,
925,Clothing,16/12/2013 15:30,16,12,2013,,,,,,,,,,,,,,
800,Agriculture,13/3/2015 21:02,13,3,2015,,,,,,,,,,,,,,
400,Food,23/8/2013 20:07,23,8,2013,,,,,,,,,,,,,,
250,Agriculture,18/9/2014 11:37,18,9,2014,,,,,,,,,,,,,,
225,Food,20/6/2017 8:03,20,6,2017,,,,,,,,,,,,,,
600,Education,26/9/2014 4:39,26,9,2014,,,,,,,,,,,,,,
5575,Retail,17/8/2016 22:01,17,8,2016,,,,,,,,,,,,,,
175,Clothing,27/9/2017 5:28,27,9,2017,,,,,,,,,,,,,,
1000,Agriculture,28/9/2016 22:51,28,9,2016,,,,,,,,,,,,,,
350,Agriculture,11/8/2014 9:34,11,8,2014,,,,,,,,,,,,,,
1000,Education,15/9/2016 4:40,15,9,2016,,,,,,,,,,,,,,
250,Personal Use,17/10/2016 5:43,17,10,2016,,,,,,,,,,,,,,
275,Food,7/9/2015 8:25,7,9,2015,,,,,,,,,,,,,,
325,Agriculture,13/1/2016 1:30,13,1,2016,,,,,,,,,,,,,,
275,Retail,24/3/2014 0:09,24,3,2014,,,,,,,,,,,,,,
3400,Agriculture,19/2/2016 7:50,19,2,2016,,,,,,,,,,,,,,
475,Food,13/6/2013 6:26,13,6,2013,,,,,,,,,,,,,,
100,Agriculture,19/7/2013 12:15,19,7,2013,,,,,,,,,,,,,,
1000,Services,30/12/2013 22:00,30,12,2013,,,,,,,,,,,,,,
1050,Transportation,10/12/2013 6:08,10,12,2013,,,,,,,,,,,,,,
1375,Food,15/9/2016 21:28,15,9,2016,,,,,,,,,,,,,,
500,Clothing,2/5/2013 10:53,2,5,2013,,,,,,,,,,,,,,
225,Food,8/8/2015 7:38,8,8,2015,,,,,,,,,,,,,,
350,Services,16/7/2015 11:40,16,7,2015,,,,,,,,,,,,,,
475,Food,18/5/2015 18:16,18,5,2015,,,,,,,,,,,,,,
250,Agriculture,23/1/2015 8:04,23,1,2015,,,,,,,,,,,,,,
5650,Clothing,10/1/2013 8:31,10,1,2013,,,,,,,,,,,,,,
450,Food,27/3/2015 11:41,27,3,2015,,,,,,,,,,,,,,
350,Retail,19/5/2015 0:36,19,5,2015,,,,,,,,,,,,,,
700,Housing,1/10/2015 6:58,1,10,2015,,,,,,,,,,,,,,
450,Food,1/4/2015 8:27,1,4,2015,,,,,,,,,,,,,,
125,Retail,4/9/2014 9:09,4,9,2014,,,,,,,,,,,,,,
2325,Agriculture,15/4/2013 5:52,15,4,2013,,,,,,,,,,,,,,
5825,Retail,17/12/2016 3:46,17,12,2016,,,,,,,,,,,,,,
125,Retail,24/8/2013 4:04,24,8,2013,,,,,,,,,,,,,,
450,Services,17/6/2013 1:30,17,6,2013,,,,,,,,,,,,,,
1500,Agriculture,5/4/2016 13:00,5,4,2016,,,,,,,,,,,,,,
125,Personal Use,5/10/2016 7:37,5,10,2016,,,,,,,,,,,,,,
900,Arts,12/8/2015 14:05,12,8,2015,,,,,,,,,,,,,,
475,Housing,22/5/2013 21:41,22,5,2013,,,,,,,,,,,,,,
1275,Retail,20/7/2017 6:01,20,7,2017,,,,,,,,,,,,,,
375,Agriculture,21/6/2016 20:47,21,6,2016,,,,,,,,,,,,,,
225,Food,18/1/2015 15:19,18,1,2015,,,,,,,,,,,,,,
150,Food,10/7/2016 15:51,10,7,2016,,,,,,,,,,,,,,
150,Food,7/6/2013 21:12,7,6,2013,,,,,,,,,,,,,,
1175,Services,31/7/2015 19:47,31,7,2015,,,,,,,,,,,,,,
825,Retail,30/10/2017 9:05,30,10,2017,,,,,,,,,,,,,,
300,Retail,21/11/2015 18:10,21,11,2015,,,,,,,,,,,,,,
250,Retail,26/2/2015 6:22,26,2,2015,,,,,,,,,,,,,,
300,Transportation,13/3/2015 4:50,13,3,2015,,,,,,,,,,,,,,
800,Agriculture,16/4/2015 15:35,16,4,2015,,,,,,,,,,,,,,
150,Food,20/5/2016 2:12,20,5,2016,,,,,,,,,,,,,,
350,Clothing,6/1/2014 9:36,6,1,2014,,,,,,,,,,,,,,
