Account,Owner,City,State,Product,Product Family,Stage,Pipeline Amount,Source,Contract Amount,Stage Date/Close Date,Close Month,Close Quarter
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,276638,Advertisement,,6/28/16,6,2
Gleason LLC,J. Coltrane,New Orleans,LA,Laptop-17,Laptop,1-Prospect,329802,Referral,,10/9/16,10,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-15,Laptop,2-Needs Analysis,334129,Partner,,12/13/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,1-Prospect,81370,Referral,,12/7/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,2-Needs Analysis,186346,Referral,,7/16/16,7,3
Gleason LLC,J. Coltrane,Trenton,NJ,Laptop-17,Laptop,3-Proposal,358033,Partner,,2/4/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,152207,Web,,12/8/16,12,4
Gleason LLC,J. Coltrane,Orlando,FL,Laptop-17,Laptop,1-Prospect,39518,Referral,,9/20/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,402027,Trade Show,,10/11/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,448705,Referral,,7/24/16,7,3
Gleason LLC,J. Coltrane,Lakewood,WA,Laptop-15,Laptop,1-Prospect,71852,Referral,,8/20/16,8,3
Gleason LLC,J. Coltrane,Charlotte,NC,Laptop-15,Laptop,1-Prospect,176030,Trade Show,,5/17/16,5,2
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-15,Laptop,2-Needs Analysis,270700,Referral,,10/21/16,10,4
Zieme Inc,D. Gillespie,Pittsburgh,PA,Laptop-13,Laptop,2-Needs Analysis,377222,Referral,,4/1/16,4,2
Gleason LLC,J. Coltrane,Bronx,NY,Laptop-17,Laptop,3-Proposal,458574,Referral,,7/21/16,7,3
Gleason LLC,J. Coltrane,Miami,FL,Tablet-8,Tablet,2-Needs Analysis,167182,Web,,6/19/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,4-Negotiation,94441,Referral,,9/24/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,2-Needs Analysis,23059,Web,,7/15/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,63050,Referral,,7/15/16,7,3
Gleason LLC,J. Coltrane,Huntington Beach,CA,Laptop-17,Laptop,1-Prospect,488091,Partner,,4/2/16,4,2
Gleason LLC,J. Coltrane,Lincoln,NE,Laptop-17,Laptop,1-Prospect,111620,Trade Show,,8/6/16,8,3
Gleason LLC,J. Coltrane,Daytona Beach,FL,Laptop-15,Laptop,1-Prospect,440514,Referral,,10/19/16,10,4
Gleason LLC,J. Coltrane,Montgomery,AL,Laptop-13,Laptop,1-Prospect,6892,Referral,,2/7/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,465195,Referral,,8/14/16,8,3
Gleason LLC,J. Coltrane,Indianapolis,IN,Laptop-15,Laptop,1-Prospect,37888,Partner,,1/30/17,1,1
Gleason LLC,J. Coltrane,Las Vegas,NV,Laptop-17,Laptop,1-Prospect,82884,Trade Show,,9/28/16,9,3
Zieme Inc,D. Gillespie,El Paso,TX,Laptop-15,Laptop,2-Needs Analysis,136073,Partner,,2/26/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,249076,Referral,,3/4/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,224417,Web,,5/27/16,5,2
Gleason LLC,J. Coltrane,Harrisburg,PA,Laptop-13,Laptop,Closed Lost,-470530,Web,,8/22/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,166512,Web,,8/15/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,360776,Web,,9/7/16,9,3
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,332401,Referral,,1/25/17,1,1
Zieme Inc,D. Gillespie,Sacramento,CA,Laptop-17,Laptop,2-Needs Analysis,281446,Referral,,3/13/16,3,1
Gleason LLC,J. Coltrane,Largo,FL,Laptop-17,Laptop,Closed Lost,-324010,Referral,,12/27/16,12,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,105697,Web,,6/28/16,6,2
Gleason LLC,J. Coltrane,Birmingham,AL,Laptop-15,Laptop,4-Negotiation,191263,Trade Show,,1/27/17,1,1
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,190774,Referral,,1/12/17,1,1
Walsh and Sons,C. Parker,Seattle,WA,Laptop-17,Laptop,1-Prospect,366856,Referral,,4/17/16,4,2
Gleason LLC,J. Coltrane,Lexington,KY,Laptop-15,Laptop,3-Proposal,196665,Trade Show,,3/28/16,3,1
Gleason LLC,J. Coltrane,Trenton,NJ,Tablet-8,Tablet,1-Prospect,286885,Trade Show,,1/25/17,1,1
Gleason LLC,J. Coltrane,Orlando,FL,Laptop-17,Laptop,2-Needs Analysis,224481,Trade Show,,1/19/17,1,1
Gleason LLC,J. Coltrane,Richmond,VA,Laptop-17,Laptop,1-Prospect,262606,Referral,,10/22/16,10,4
Gleason LLC,J. Coltrane,Reno,NV,Laptop-17,Laptop,5-Closed Won,-418731,Partner,467895,7/20/16,7,3
Zieme Inc,D. Gillespie,Stockton,CA,Laptop-17,Laptop,1-Prospect,31451,Referral,,3/29/16,3,1
Zieme Inc,D. Gillespie,Columbus,OH,Laptop-15,Laptop,4-Negotiation,46524,Referral,,1/14/17,1,1
Gleason LLC,J. Coltrane,Bronx,NY,Laptop-13,Laptop,4-Negotiation,31722,Web,,4/22/16,4,2
Gleason LLC,J. Coltrane,Portland,OR,Laptop-15,Laptop,1-Prospect,229293,Referral,,6/1/16,6,2
Gleason LLC,J. Coltrane,San Jose,CA,Laptop-17,Laptop,1-Prospect,433588,Partner,,3/29/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,1-Prospect,216526,Partner,,1/26/17,1,1
Gleason LLC,J. Coltrane,Garden Grove,CA,Laptop-15,Laptop,5-Closed Won,-304299,Partner,284233,9/20/16,9,3
Gleason LLC,J. Coltrane,Fairfield,CT,Laptop-13,Laptop,1-Prospect,194813,Referral,,6/30/16,6,2
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-15,Laptop,4-Negotiation,137633,Advertisement,,7/25/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Tablet-10,Tablet,2-Needs Analysis,434879,Referral,,11/19/16,11,4
Gleason LLC,J. Coltrane,Bryan,TX,Laptop-17,Laptop,1-Prospect,459842,Referral,,11/6/16,11,4
Gleason LLC,J. Coltrane,Las Cruces,NM,Tablet-8,Tablet,1-Prospect,297179,Web,,3/24/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-8,Tablet,2-Needs Analysis,357235,Referral,,6/9/16,6,2
Gleason LLC,J. Coltrane,Indianapolis,IN,Laptop-15,Laptop,1-Prospect,448923,Referral,,5/16/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,405537,Referral,,4/4/16,4,2
Gleason LLC,J. Coltrane,Houston,TX,Laptop-17,Laptop,1-Prospect,84515,Referral,,1/20/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,455645,Referral,,6/14/16,6,2
Gleason LLC,J. Coltrane,Cleveland,OH,Laptop-17,Laptop,4-Negotiation,332576,Partner,,1/2/17,1,1
Gleason LLC,J. Coltrane,Tallahassee,FL,Laptop-17,Laptop,1-Prospect,208275,Referral,,8/18/16,8,3
Zieme Inc,D. Gillespie,South Bend,IN,Laptop-17,Laptop,2-Needs Analysis,491515,Referral,,1/27/17,1,1
Gleason LLC,J. Coltrane,Chicago,IL,Tablet-10,Tablet,2-Needs Analysis,95240,Referral,,6/20/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,173223,Referral,,7/20/16,7,3
Gleason LLC,J. Coltrane,Pittsburgh,PA,Laptop-17,Laptop,4-Negotiation,329902,Referral,,12/29/16,12,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,327472,Trade Show,,12/9/16,12,4
Gleason LLC,J. Coltrane,Silver Spring,MD,Laptop-17,Laptop,1-Prospect,232488,Referral,,6/28/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,413425,Referral,,8/20/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Tablet-10,Tablet,Closed Lost,-165962,Referral,,10/24/16,10,4
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,266457,Referral,,12/8/16,12,4
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-17,Laptop,1-Prospect,459262,Partner,,9/15/16,9,3
Gleason LLC,J. Coltrane,Birmingham,AL,Laptop-17,Laptop,2-Needs Analysis,226195,Web,,7/5/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,35990,Web,,8/6/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,163003,Referral,,3/6/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,5-Closed Won,-102176,Referral,384460,12/27/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,Closed Lost,-111391,Referral,,3/15/16,3,1
Gleason LLC,J. Coltrane,Panama City,FL,Laptop-15,Laptop,1-Prospect,239120,Referral,,6/22/16,6,2
Gleason LLC,J. Coltrane,Lexington,KY,Laptop-17,Laptop,4-Negotiation,315396,Referral,,11/12/16,11,4
Gleason LLC,J. Coltrane,Humble,TX,Tablet-10,Tablet,1-Prospect,200244,Web,,3/1/16,3,1
Gleason LLC,J. Coltrane,Fresno,CA,Laptop-15,Laptop,1-Prospect,346652,Referral,,3/13/16,3,1
Auer Inc,J. Coltrane,Reno,NV,Laptop-17,Laptop,2-Needs Analysis,491437,Referral,,1/6/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,458346,Referral,,9/8/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,4-Negotiation,44404,Referral,,9/13/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,112288,Web,,12/14/16,12,4
Zieme Inc,D. Gillespie,Maple Plain,MN,Laptop-17,Laptop,1-Prospect,488524,Advertisement,,9/24/16,9,3
Gleason LLC,J. Coltrane,Memphis,TN,Laptop-17,Laptop,1-Prospect,159949,Web,,6/18/16,6,2
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-17,Laptop,1-Prospect,297621,Referral,,12/29/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,8455,Referral,,8/16/16,8,3
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,1-Prospect,332078,Referral,,4/16/16,4,2
Zieme Inc,D. Gillespie,Chattanooga,TN,Tablet-10,Tablet,1-Prospect,130322,Partner,,10/12/16,10,4
Zieme Inc,D. Gillespie,Ogden,UT,Tablet-10,Tablet,2-Needs Analysis,104142,Referral,,12/17/16,12,4
Gleason LLC,J. Coltrane,Seattle,WA,Laptop-17,Laptop,1-Prospect,62155,Trade Show,,12/5/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Tablet-10,Tablet,2-Needs Analysis,88008,Partner,,8/3/16,8,3
Gleason LLC,J. Coltrane,Charlotte,NC,Tablet-10,Tablet,1-Prospect,344437,Web,,11/1/16,11,4
Gleason LLC,J. Coltrane,Baltimore,MD,Phone-3,Phone,1-Prospect,119487,Referral,,12/31/16,12,4
Gleason LLC,J. Coltrane,Carlsbad,CA,Laptop-17,Laptop,2-Needs Analysis,131364,Referral,,10/29/16,10,4
Gleason LLC,J. Coltrane,North Las Vegas,NV,Laptop-17,Laptop,3-Proposal,410286,Advertisement,,6/15/16,6,2
Gleason LLC,J. Coltrane,Charlotte,NC,Tablet-8,Tablet,2-Needs Analysis,111339,Web,,2/24/16,2,1
Gleason LLC,J. Coltrane,Charlotte,NC,Laptop-17,Laptop,1-Prospect,159374,Referral,,8/28/16,8,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,110445,Partner,,8/4/16,8,3
Gleason LLC,J. Coltrane,Kissimmee,FL,Tablet-8,Tablet,1-Prospect,369508,Advertisement,,6/16/16,6,2
Gleason LLC,J. Coltrane,Cincinnati,OH,Laptop-17,Laptop,1-Prospect,114993,Referral,,9/18/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,468723,Partner,,10/25/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,4-Negotiation,391804,Trade Show,,9/14/16,9,3
Gleason LLC,J. Coltrane,Ann Arbor,MI,Tablet-8,Tablet,1-Prospect,241361,Referral,,12/28/16,12,4
Gleason LLC,J. Coltrane,Corpus Christi,TX,Laptop-13,Laptop,1-Prospect,286860,Referral,,5/7/16,5,2
Gleason LLC,J. Coltrane,Tacoma,WA,Laptop-17,Laptop,1-Prospect,258221,Referral,,1/11/17,1,1
