name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Swans Field,44.51409912109375,-70.40679931640625,US,Dixfield,400
Schiffer Acres Airport,43.0359001159668,-84.43389892578125,US,St Johns,735
Toketee State Airport,43.2234992980957,-122.4209976196289,US,Clearwater,3361
Nehalem Bay State Airport,45.69820022583008,-123.93000030517578,US,Manzanita,22
Yahu Field,33.601944,-80.306111,US,Summerton,140
Crooked Fence Farm Airport,34.77360153198242,-81.98639678955078,US,Woodruff,645
Jordan Airport,33.53969955444336,-79.53189849853516,US,Andrews,35
Brown Field,43.811798095703125,-102.72000122070312,US,Scenic,2780
Chris Hofer Landing Strip,43.465599060058594,-96.86329650878906,US,Tea,1491
Running Colors Airport,44.20220184326172,-103.0790023803711,US,Rapid City,2920
Cedar Mills Airport,33.839298248291016,-96.81009674072266,US,Gordonville,640
Wolfe Air Park,29.479999542236328,-95.32720184326172,US,Manvel,55
Tetlin Airport,63125,-142.51800537109375,US,Tetlin,1663
Clark Airport,33.13349914550781,-97.29669952392578,US,Justin,705
Middle Bass Island Airport,41.68510055541992,-82.80490112304688,US,Middle Bass Island,580
Wildcat Canyon Airport,31.678800582885742,-97.36280059814453,US,China Spring,660
Stafford Municipal Airport,37.95830154418945,-98.65039825439453,US,Stafford,1886
Four Square Ranch Airport,30.096900939941406,-100.40499877929688,US,Rocksprings,2250
Diamond K Ranch Airport,30.03660011291504,-98.69750213623047,US,Comfort,1600
Clark Sky Ranch Airport,29.736600875854492,-96.06410217285156,US,Sealy,145
Tin Top Ranch Airport,31.48579978942871,-98.9760971069336,US,Brownwood,1300
Blanco Landing Airport,30.122467,-98.374783,US,Blanco,1460
Spring Ranch Airport,29.541900634765625,-100.25299835205078,US,Brackettville,1440
Jim Sears Airport,33.143699645996094,-97.80449676513672,US,Bridgeport,900
Picosa Ranch Airport,28.71969985961914,-100.05500030517578,US,Crystal City,600
Chacon Creek Ranch Airport,28.708599090576172,-100.00700378417969,US,Crystal City,595
Meyers-Diver's Airport,42.02510070800781,-83.93920135498047,US,Tecumseh,815
K Ranch Airport,30.731599807739258,-96.131103515625,US,Iola,285
Gum Island Airport,29.95159912109375,-94.90440368652344,US,Dayton,53
Big Bend Ranch State Park Airport,29.469600677490234,-103.93699645996094,US,Presidio,4250
Hot Springs Airport,30.008800506591797,-104.66500091552734,US,Ruidosa,3071
Stamps Field,35.33060073852539,-101.38500213623047,US,Panhandle,3445
Skellytown Airport,35.56999969482422,-101.16899871826172,US,Skellytown,3280
Mills Ranch Airport,30.241899490356445,-101.41699981689453,US,Pandale,1965
Terlingua Airport,29.319400787353516,-103.58399963378906,US,Terlingua /Alpine/,2717
Pinoak Airport,30.10580062866211,-94.95880126953125,US,Dayton,91
Indian Springs Airport,36535,-82.423889,US,Kingsport,1580
Wayne's World Airport,36.263301849365234,-88.7572021484375,US,Dresden,440
Kenner Farm Airport,35.88090133666992,-83.72709655761719,US,Seymour,940
Wilson Field,35.0968017578125,-89.28060150146484,US,Memphis,435
Massingale Airport,35.763999938964844,-84.1874008178711,US,Lenoir City,840
Holenthawall Airport,36.61330032348633,-86.810302734375,US,Springfield,645
East Side Airport,32.50849914550781,-94.70020294189453,US,Longview,373
White Wings Airport,30.01140022277832,-98.04049682617188,US,Wimberley,1083
J-D Ranch Airport,29.37470054626465,-95.29049682617188,US,Alvin,34
Purdy-Nielsen Memorial Airpark,29.471099853515625,-95.88629913330078,US,Beasley,105
Pavlat Airport,30.021099090576172,-94.94599914550781,US,Dayton,70
Oak Glen Ranch Airport,33.37929916381836,-95.60359954833984,US,Cooper,430
Paradise Point Airport,32.09170150756836,-95.4447021484375,US,Berryville,345
Flying S Farm Airport,33.0806999206543,-97.3488998413086,US,Justin,780
Sitton Field,33.119598388671875,-97.3197021484375,US,Justin,682
Willow Run Airport,33.094600677490234,-97.38030242919922,US,Justin,820
Mc Creless Farm Airport,29.371099472,-98.2316970825,US,Adkins,600
Lowell Smith Jr Airport,32.233481,-97.380849,US,Rio Vista,740
Flying P Airport,33.14080047607422,-97.37110137939453,US,Justin,805
Drop Field,33.125099182128906,-97.34609985351562,US,Justin,700
Rafter J Airport,32.5275993347168,-97.28079986572266,US,Burleson,710
Murphy Hot Springs Airport,42.02069854736328,-115.33799743652344,US,Three Creek,5829
Warren /US Forest Service/ Airport,45.2681999207,-115.682998657,US,Warren,5896
Johnson Creek Airport,44.912215,-115.485433,US,Yellow Pine,4933
Augusta Airport,47.46329879760742,-112.37999725341797,US,Augusta,4145
Boulder Airport,46.21160125732422,-112.10600280761719,US,Boulder,4968
Ayres-Aicp Airport,38.775901794433594,-77.91059875488281,US,Warrenton,530
The Meadows Airport,38.77429962158203,-77.79969787597656,US,Warrenton,584
Aviacres Airport,38.624298095703125,-77.78610229492188,US,Warrenton,435
Flying Circus Aerodrome,38.55039978027344,-77.7157974243164,US,Warrenton,315
Shandy Hall Farm Airport,37.857601165771484,-76.73580169677734,US,Warsaw,10
Goose Hunt Farm Airport,39.028889,-77625,US,Leesburg,340
White Post Airport,39.062599182128906,-78.09140014648438,US,White Post,610
Garner Airport,36.856300354003906,-76.68219757080078,US,Windsor,80
Machipongo International Airport,37.3883018494,-75.8925018311,US,Machipongo,36
Serenity Farm Airport,37.936100006103516,-76.34860229492188,US,Burgess,10
Knight'S Landing Llc,36.558333,-76.116389,US,Virginia Beach,11
Hartwood Airport,38.48460006713867,-77.61280059814453,US,Somerville,390
Birch Creek Plantation Airport,36.701944,-79.133889,US,South Boston,550
Roy Otten Memorial Airfield,38.427799224854,-92.875198364258,US,Versailles,1030
Put In Bay Airport,41.63669967651367,-82.82830047607422,US,Put In Bay,595
Kentmorr Airpark,38.9182014465332,-76.35800170898438,US,Stevensville,10
Mears Field Airport,48.529800415,-121.758003235,US,Concrete,267
Bladenboro Airport,34.550201416015625,-78.78309631347656,US,Bladenboro,115
Middle Bass-East Point Airport,41.694400787353516,-82.79660034179688,US,Middle Bass Island,582
Taylor Airport,46.89759826660156,-122.66999816894531,US,Rainier,470
Johnson's Landing Ultralightport,47.603599548339844,-120.66999816894531,US,Leavenworth,1260
Hanes Airport,47.49150085449219,-118.2509994506836,US,Harrington,2209
Angel Park Airport,46.64849853515625,-118.58300018310547,US,Kahlotus,884
Watson Airport,46.71649932861328,-118.61799621582031,US,Kahlotus,1349
Flying Carpet Airport,46.96289825439453,-122.80000305175781,US,Lacey,255
Carnot Field,44.6422004699707,-87.4197998046875,US,Algoma,655
Olson's Airport,42.65700149536133,-88.08760070800781,US,Union Grove,825
Tesmer Airport,43.152801513671875,-88.9845962524414,US,Waterloo,925
Plover River Airfield,44.765201568603516,-89.40730285644531,US,Bevent,1185
Flying 'O' Airport,44.92359924316406,-89.40229797363281,US,Wausau,1320
Clover Valley Airport,42.8125,-88.72650146484375,US,Whitewater,850
Melin Farms Airport,42.5900993347168,-88.87460327148438,US,Clinton,885
Bark River Airport,43.03329849243164,-88.45819854736328,US,Dousman,875
Plantation Pine Airport,44.05329895019531,-89.1218032836914,US,Redgranite,825
Rosenbaum Field,44.99375915527344,-91.37775421142578,US,Chippewa Falls,940
Old Dairy Airport,46.69160079956055,-90.87069702148438,US,Washburn,725
Mark's Park & Airfield,44.30690002441406,-88.77110290527344,US,New London,855
Knutson Farms Airport,45.23899841308594,-91.71189880371094,US,Chetek,1035
Woodland Airstrip,44.150001525878906,-87.6177978515625,US,Manitowoc,610
Blunt Field,44.93560028076172,-91.43070220947266,US,Chippewa Falls,930
Brion Memorial Airport,44.55690002441406,-91.36689758300781,US,Strum,900
North Bass Island Airport,41.71799850463867,-82.82109832763672,US,North Bass Island,594
Drennan Airport,32.313889,-97.231111,US,Grandview,726
Hardy Field,33.47395,-97.169267,US,Valley View,670
Eagle Rock Ranch Airport,30.890817,-99.006183,US,Pontotoc,1540
Chicken Strip,32.514167,-97.595278,US,Cresson,1055
Hartlee Field,33.26850128173828,-97.07109832763672,US,Denton,588
Kubecka Aviation Airport,28.767200469970703,-96.30690002441406,US,Palacios,20
Jenkins Airport,30.1343994140625,-93.93599700927734,US,Vidor,15
Star Smith Field,29.29800033569336,-98.67669677734375,US,Von Ormy,662
Ken Ada Ranch Airport,30.130800247192383,-95.90019989013672,US,Waller,250
Wall Lake Municipal Airport,42.26240158081055,-95.0906982421875,US,Wall Lake,1224
Woodbine Municipal Airport,41.73609924316406,-95.68360137939453,US,Woodbine,1068
Isabel Municipal Airport,45.38949966430664,-101.43699645996094,US,Isabel,2398
Feather River Airport,64.83170318603516,-166.1320037841797,US,Feather River,325
Sterling Air Park,60.555301666259766,-150.8419952392578,US,Sterling,90
Lost Bridge Village Airport,36.392799377441406,-93.91239929199219,US,Garfield,1440
Boulais Ranch Airport,33.07889938354492,-112.12899780273438,US,Maricopa,1240
Watervliet Municipal Airport,42.20000076293945,-86.25,US,Watervliet,656
Three Lakes Municipal Airport,45.790199279785156,-89.12100219726562,US,Three Lakes,1636
Fred Babcock Airport,26.885099411010742,-81.7511978149414,US,Punta Gorda,38
Red Stewart Airfield,39.50529861450195,-84.12190246582031,US,Waynesville,955
Keener Field,41.35139846801758,-84.81690216064453,US,Butler,825
Antique Aerodrome,41.00579833984375,-88.65809631347656,US,Cornell,683
Cherry Hill Airport,39.07419967651367,-86.1541976928711,US,Freetown,745
Chanay Airport,38.540000915527344,-95.45079803466797,US,Williamsburg,1110
Rooster Field,38.293399810791016,-85.20500183105469,US,Eminence,840
Woodsland Plantation Airport,32.34600067138672,-91.96959686279297,US,Monroe,60
Tib Field,44.105892,-70.955978,US,Fryeburg,450
Turner Field,43.866600036621094,-95.01419830322266,US,Bingham Lake,1410
Louise's Strip,39.42279815673828,-94.83769989013672,US,Weston,945
Landgren Ranch Airport,41.974998474121094,-98.51589965820312,US,Bartlett,2100
Bucks Airport,41.45119857788086,-81.23480224609375,US,Newbury,1220
M.C.R. Airport,41.06169891357422,-81.98359680175781,US,Lodi,1155
Hilltop Airport,36.1161003112793,-96.53810119628906,US,Oilton,930
Eagles Mere Field Airport,41.3911556,-76.6114028,US,Eagles Mere,1900
Miles Field,31.312999725341797,-96.22049713134766,US,Jewett,460
Sybert Farm Airport,30.789100646972656,-97.65499877929688,US,Jarrell,841
Square K Airport,31.77239990234375,-97.1322021484375,US,West,590
Schubert Airstrip,44.05830001831055,-91.43070220947266,US,Centerville,750
Hound Run Airport,29.521544,-96.936925,US,Hallettsville,385
Breakaway Park Airport,30.51799964904785,-97.78060150146484,US,Cedar Park,897
Settlers Bay Airstrip,61.5009002686,-149.639694214,US,Wasilla,75
Ashworth Airport,34.12329864501953,-93.34970092773438,US,Arkadelphia,501
Ak Chin Community Airfield,32.98619842529297,-112.0260009765625,US,Maricopa,1210
Calkins Field,42.69169998168945,-85.6458969116211,US,Wayland,740
Silver Creek Ranch Airport,40.31760025024414,-123.25399780273438,US,Forest Glen,2511
Flying Dog Ranch Airstrip,39.971111,-107.611111,US,Meeker,7020
University Airpark,42.840301513671875,-84.4791030883789,US,Bath,856
Black'S Airfield,43.471383,-116.326417,US,Kuna,2788
Alcock RLA Restricted Landing Area,42.069499969499994,-89.03340148930002,US,Lindenwood,780
Rees Field,41.204498291015625,-88.80339813232422,US,Grand Ridge,675
Flying Z Ranch Airport,38.73550033569336,-94.79730224609375,US,Spring Hill,1075
Shannon Field,45.42689895629883,-96.5895004272461,US,Clinton,1000
Textor Airport,37.36090087890625,-93.49579620361328,US,Willard,1140
R & R Field,48.08715,-116.046267,US,Heron,2274
Sloop Airport,35.52180099487305,-80.52200317382812,US,Kannapolis,794
Vandersnick Airport,42.155601501464844,-98.50039672851562,US,Ewing,1990
Winchell Mountain Airport,41.947778,-73.518055,US,Millerton,1141
Bonebender Airport,44.312400817871094,-73.38490295410156,US,Essex,336
Sleepy Hollow Airport,40.78369903564453,-81.0989990234375,US,New Franklin,1050
Deitch Airport,40.25790023803711,-77.0813980102539,US,New Kingstown,420
Circle P Ranch Airport,32.23759841918945,-97.87809753417969,US,Glen Rose,800
Stonewall Airpark,35.90079879760742,-86.20719909667969,US,Milton,760
Flying T Ranch Airport,33.37839889526367,-96.44830322265625,US,Westminster,705
Henington Airport,33.37480163574219,-96.08219909667969,US,Wolfe City,645
Paddock Field,42.73860168457031,-88.57980346679688,US,Elkhorn,950
Macho Grande Airport,30.539100646972656,-97.41889953613281,US,Taylor,600
Wicker Airport,61.56890106201172,-149.48500061035156,US,Wasilla,314
Orme School Airport,34.427799224853516,-112.06500244140625,US,Mayer,3934
Goodspeed Airport,41.445701599121094,-72.45559692382812,US,East Haddam,9
White Cloud Airport,43.55970001220703,-85.77420043945312,US,White Cloud,914
Peg Field,36.70909881591797,-119.40499877929688,US,Reedley,460
Norm's Airpark,41.68450164794922,-86.7677993774414,US,La Porte,740
Pirates Cove Airport,36.77640151977539,-88.22229766845703,US,Benton,380
Herrington Field,39.46829987,-79.4253006,US,Oakland,2470
Midway Airport,42.215301513671875,-84.80690002441406,US,Albion,963
Kral's Personal Use Landing Field,45.08409881591797,-93.56439971923828,US,Corcoran,990
Aire Parque Airport,38.12310028076172,-90.38899993896484,US,Festus,710
Double Jj Resort Ranch Airport,43.51689910888672,-86.37329864501953,US,Rothbury,689
Spring Paths Airport,35.957801818847656,-78.17060089111328,US,Spring Hope,290
Packard Ranch Airport,41.43439865112305,-101.68099975585938,US,Arthur,3524
Walter's Field,42.66899871826172,-76.05619812011719,US,East Homer,1560
Dunn Field,41.15589904785156,-81.00399780273438,US,Newton Falls,955
Shotgun Ranch Airstrip,44.13420104980469,-120.322998046875,US,Post,3430
Ball Airport,28.887800216674805,-97.02110290527344,US,Victoria,124
Oliver Landing Airport,36.411944,-88.265556,US,Paris,475
Magee Airport,33.31679916381836,-96.06690216064453,US,Wolfe City,620
Virginia Beach Airport,36.678199768066406,-76.03299713134766,US,Virginia Beach,15
Frogs End Airport,44.36690139770508,-73.15019989013672,US,Shelburne,320
Sheffels Ranch Airport,47.81719970703125,-118.8010025024414,US,Wilbur,2222
Temple Ranch Airport,27.957444,-98.403889,US,Freer,490
Kalmbach Airport,61.600799560546875,-149.57899475097656,US,Wasilla,445
Haigwood Landing Strip,35.61140060424805,-91.24140167236328,US,Newport,230
Dick Taylor Airstrip,34.881900787353516,-115.73300170898438,US,Kelso,2611
Dick Dale Skyranch Airport,34.20610046386719,-115.99800109863281,US,Twentynine Palms,1793
Mazza Airport,38.18519973754883,-122.60199737548828,US,Petaluma,20
Kostroski Airport,39.36669921875,-104.6780014038086,US,Franktown,6700
Fly'N R Ranch Airport,28.98419952392578,-81.81700134277344,US,Umatilla,78
Belleville Airport,42.176700592,-83.5457992554,US,Belleville,696
Grayland Intergalactic Airport,46.801528,-124.072944,US,Grayland,280
Hepler Airport,38.13750076293945,-87.67639923095703,US,St Wendel,460
Marion Municipal Airport,38.337501525878906,-96.99169921875,US,Marion,1390
Smith Airport,39.101898193359375,-96.41780090332031,US,Manhattan,1100
Slay'S Airstrip,32.747643,-93.874708,US,Belcher,177
W Gladstone Airport,45.859100341796875,-87.1167984008789,US,Gladstone,720
Riordan Airport,38.78329849243164,-94.36830139160156,US,Pleasant Hill,1000
Bahnson Airport,36.02080154418945,-80.51640319824219,US,Mocksville,810
Onion Crest Airpark,40.775001525878906,-99.15470123291016,US,Riverdale,2205
Watercolor Airport,42.784698486328125,-74.80249786376953,US,Cherry Valley,1993
Anderson Airfield,39.580972,-84.092194,US,Bellbrook,940
Windswept Airport,41.198699951171875,-83.70079803466797,US,North Baltimore,710
Biggs Skypatch Airport,35.66669845581055,-96.98359680175781,US,Wellston,1000
Inspiration Airport,44.622501373291016,-122.75199890136719,US,Bend,3400
Kolb Airport,40.160099029541016,-75.54630279541016,US,Spring City,290
Diamond Seven Ranch Airport,32.02519989013672,-97.62640380859375,US,Morgan,797
Roseanne Airport,35.618056,-86.0025,US,Morrison,1050
Fraser Farm Airport,32.566200256347656,-95.46829986572266,US,Lindale,570
Mid-Valley Dusters Inc Airport,26.153099060058594,-98.13500213623047,US,Alamo,91
Eagle Ridge Ultralightport,45.031533,-91.7325,US,Colfax,1067
Northome Municipal Airport,47.8916015625,-94.25019836425781,US,Northome,1427
Rolle Airfield,32.51839828491211,-114.697998046875,US,San Luis,163
West Papoose Lake Airpark,61.53340148925781,-150.1020050048828,US,Wasilla,230
Sandhill Ranch Airport,36.93190002441406,-111.97000122070312,US,Page,5868
Charles A. Chase Jr. Memorial Field,45.1775016784668,-69.24469757080078,US,Dover/Foxcroft,520
W R Byron Airport,33.67919921875,-114.64399719238281,US,Blythe,400
Cortopassi Airport,38.01380157470703,-121.1259994506836,US,Linden,80
Redlands Airport,38.836700439453125,-107.79299926757812,US,Hotchkiss,6100
Betz Airport,41.85559844970703,-83.87079620361328,US,Blissfield,691
S&S Flying Service Airport,32.10430145263672,-83.48290252685547,US,Pineview,260
Boulder Creek Airstrip,44.736942,-116.074158,US,Donnelly,4950
The Wolf Den Airport,40.95309829711914,-85.3865966796875,US,Roanoke,815
Rush STOLport,40.49980163574219,-86.95500183105469,US,West Lafayette,675
Potter Airport,39.74480056762695,-91.07489776611328,US,Barry,700
Vankirk Airport,37.61029815673828,-97.1624984741211,US,Wichita,1350
Duff Airport,37.35260009765625,-83.34239959716797,US,Chavies,820
B T & K H Ranch Airport,30.64739990234375,-93.0551986694336,US,Dry Creek,110
Tenkiller Lake Airpark,35.705101013183594,-94.93589782714844,US,Cookson,877
Airbatco Field,42.77360153198242,-84.9000015258789,US,Mulliken,852
Butch's Strip STOLport,39.70970153808594,-94.80220031738281,US,St Joseph,1000
Lynch Field,36.90810012817383,-94.30999755859375,US,Granby,1170
Broadway Airfield,35.54330062866211,-80.65190124511719,US,Landis,650
